perm_sms,perm_location,perm_camera,perm_microphone,perm_contacts,perm_storage,perm_admin,perm_boot,perm_system_alert,perm_install_packages,total_permissions,dangerous_perm_count,network_connections_count,background_exec_frequency,suspicious_api_calls_count,data_exfil_volume_kb,min_sdk_version,target_sdk_version,apk_entropy,hash_reputation_score,is_malicious
1,1,1,1,1,1,0,1,1,1,27,15,35,5.546709503304206,7,9681.208441647166,21,29,7.107293988377686,11.549729850485075,1
0,1,0,1,0,0,0,0,0,0,3,3,1,2.335208922377898,1,105.83643449904132,28,30,5.550058572555543,95.40312246719354,0
0,1,0,0,0,1,0,0,0,0,7,2,3,1.8978912611770922,1,170.05724887632434,28,33,4.846094212106447,80.43165957504198,0
0,1,0,1,0,0,0,0,0,0,3,1,1,2.257654785309253,1,415.10978673991065,30,33,5.591202053963662,85.01054113321379,0
1,1,1,1,1,1,1,1,0,0,37,7,44,7.06175028919483,14,8711.22382849278,16,28,7.613399157210703,30.497494435923763,1
1,1,1,0,1,1,0,1,0,1,29,6,14,6.25732671521912,18,15561.645629321381,23,28,6.875781377353128,21.57602845266634,1
0,1,1,0,0,0,0,0,0,0,9,0,2,1.8159170708324903,0,217.95366487260637,28,33,5.934701770182234,87.76063428855265,0
0,0,1,0,0,0,0,0,0,0,14,0,3,1.1739485471087796,2,69.45122156319782,28,33,6.639109903549189,86.32871360390709,0
0,0,0,0,0,1,0,0,0,0,4,2,1,1.949812889400735,1,258.7174089207292,21,33,6.0468005420127104,84.73612960601963,0
0,0,0,1,1,0,0,0,0,0,10,0,6,2.669204381063377,2,209.8079208061463,26,32,5.397457165200146,85.54237918707207,0
0,1,1,1,1,0,1,1,0,0,37,13,15,9.272661947592802,11,4880.527792467389,16,29,7.583450973846286,16.855833247761215,1
0,1,0,0,0,0,0,0,0,0,4,0,5,0.2823767780709425,2,39.68893485474526,28,32,6.099569201763704,90.90311792216133,0
0,0,0,1,0,1,0,0,0,0,13,3,4,0.6183136045115994,0,327.67483099600616,26,30,5.0404249087404605,87.69223803319689,0
0,1,1,0,1,1,0,1,1,0,26,8,44,6.227816769411271,11,11598.199495986697,16,26,7.168239002708127,24.66477061207599,1
1,1,1,1,1,1,0,1,1,1,32,5,46,8.652625386601668,9,17096.468303653397,19,28,7.928487915240249,19.392050910066693,1
1,1,1,0,1,1,1,1,1,0,20,15,40,7.241513590018014,10,10406.857405695628,21,28,7.824836422135797,24.83578838054383,1
0,0,0,0,0,1,0,0,0,0,7,3,4,1.5582063917328868,0,487.4601992422808,23,31,5.819117025018715,80.42075469673372,0
0,1,0,1,0,1,0,0,0,0,10,1,1,2.29871190718329,1,386.2223332921228,26,31,6.613053037759877,89.70411891703161,0
1,1,0,1,1,1,1,1,1,1,31,11,34,8.039609590008148,11,11729.271466807453,19,30,6.9651640405639945,34.34473120093948,1
0,0,1,0,1,1,0,0,0,0,5,3,1,1.208697574014232,2,482.8418892175379,26,34,5.304752957679593,94.88744959760272,0
0,0,1,0,0,0,0,0,0,0,4,0,1,2.093843609362363,2,306.7478286105325,28,31,7.0,82.63357862168843,0
0,0,0,0,0,1,0,0,1,0,2,3,6,0.6054780917414726,1,134.04147614516532,21,32,4.629330108046561,84.8757514827331,0
1,1,0,1,1,1,1,1,1,1,43,10,41,5.2900875762358055,13,9283.552729668707,19,29,7.588058636107365,22.334098406864076,1
0,0,0,0,0,1,0,0,0,0,9,1,5,2.1566263126094425,0,438.13210194477114,28,31,5.639947110760243,81.75374290750449,0
0,0,1,0,0,0,0,0,0,0,6,0,7,1.183602763822048,1,24.09855999078088,26,33,5.996167166950621,80.67417082738851,0
0,1,0,0,0,1,0,1,0,0,10,0,2,2.612637412786376,2,382.60490263238563,28,32,5.784178804363044,84.34257461977693,0
0,0,0,0,1,0,0,0,0,0,7,1,4,2.193625318657813,2,434.89628107101765,23,34,6.460516701284447,85.37726251799525,0
1,0,1,1,1,1,0,1,0,0,19,9,28,8.800550015231709,14,23498.91733723592,23,28,7.972340911412503,12.663816931633466,1
1,1,0,1,1,1,0,0,1,1,21,10,55,6.580319041418458,15,913.7028639650667,16,29,7.490358332981318,10.24483832679531,1
1,1,1,1,1,1,0,1,1,0,36,10,47,7.119791873716723,13,21430.45950964999,23,29,6.917706929295614,15.335213263724036,1
1,1,1,0,1,1,1,1,1,0,26,15,18,7.173358201100633,22,8692.332712195028,16,26,7.99,14.14704575465436,1
1,0,0,0,0,1,0,1,0,0,8,1,3,2.7696660455022672,2,40.581418488463214,21,32,5.554165682007253,83.57768073211642,0
0,1,1,1,1,1,0,1,0,0,22,12,45,9.600819487592567,5,10869.97685845622,19,30,7.811261415564413,33.26215719059262,1
1,1,0,1,1,1,1,1,1,0,13,7,37,8.26824162352028,10,9400.640771713546,21,26,7.56087187346753,15.787143346309955,1
1,1,0,0,0,1,0,0,0,0,6,1,6,2.9958865585627765,1,181.18669321546412,26,33,6.827154893247836,87.97375989016948,0
1,1,1,1,0,1,1,1,1,0,38,11,15,7.451971532720084,13,21449.541292849404,19,26,7.99,38.876280853723976,1
0,1,1,0,0,1,0,0,0,0,6,0,4,1.9096216600135025,1,286.1898309828022,26,31,6.467268793718362,93.20293611162151,0
0,1,0,0,0,1,0,0,0,0,13,3,7,1.6280255417330345,2,107.76026778261631,23,32,6.020619084230066,91.1864437608064,0
0,0,1,0,0,0,0,0,0,0,6,3,0,2.9550154598190588,1,169.80298972619008,26,32,5.959360861441828,82.2918270811357,0
0,0,0,1,0,1,0,0,0,0,4,0,7,1.8405175467115262,0,148.28864353898862,26,33,5.986839239002078,86.44392044555292,0
0,0,0,0,0,0,0,0,0,0,6,1,3,1.217505307546941,0,50.332256452150354,26,31,6.155688413595072,82.92606456605463,0
0,0,1,1,0,1,0,0,0,0,5,3,3,2.141088101446565,2,405.4359833320516,26,34,4.704435696147158,85.08378557700989,0
1,0,0,1,1,1,1,1,0,1,27,16,27,7.094740862168933,14,20883.334710998737,19,26,7.556109453811625,2.9936004948809147,1
1,1,0,1,0,1,1,1,0,0,43,16,58,8.153678454653722,13,9645.939325129928,19,26,7.443197570620996,10.833815389919032,1
0,1,1,0,0,1,0,0,0,0,11,3,1,2.8812860443884074,0,109.61365953679399,23,32,5.13781282927444,86.69656546630848,0
0,0,0,0,0,0,0,0,0,0,10,2,0,2.412323423215491,0,226.808267591156,28,32,5.683981931510075,86.80833760701911,0
0,1,1,0,1,1,0,1,0,1,42,14,15,7.060074183654872,16,11282.691753338799,19,30,7.815132238279344,25.399452837471458,1
0,0,1,1,1,1,0,1,1,1,29,5,30,6.510153792382112,16,7108.770385703573,21,26,7.99,0.06974294857552188,1
0,0,0,0,0,0,0,0,0,0,3,0,4,2.258275497920181,0,192.34829205304138,21,32,5.666415330949894,98.6001031195176,0
1,1,1,1,1,1,1,1,0,1,27,16,17,9.215981132690155,17,24652.380497214515,21,30,7.245453015697566,31.751834908923698,1
0,0,0,0,0,1,0,0,0,0,3,0,5,2.8073156886050956,0,150.1998217654362,23,32,6.177115923831635,84.17666789212481,0
0,0,0,0,0,1,0,0,0,0,7,1,6,0.5799731373038169,1,22.507563423465736,23,30,5.950482178859984,97.98360793002128,0
0,1,1,1,1,1,1,1,1,0,25,15,17,7.363709708766858,21,10364.04737852428,23,26,7.285848538718322,6.051648241003367,1
0,0,0,0,0,0,0,0,0,0,14,2,2,1.2006091187115673,2,209.8047177637565,26,30,6.080277545903874,89.3856892133509,0
1,1,0,1,0,1,1,1,1,1,27,10,31,5.979918812489623,7,15836.424496168687,19,26,7.6199083803411884,20.961677151961364,1
1,0,0,0,0,1,0,1,0,0,8,3,0,1.3539608468696334,2,22.222799182974768,28,30,5.4916330720165165,84.10388963783558,0
0,0,1,0,0,1,0,0,0,0,14,2,1,1.09831831506092,1,435.9600189540432,28,31,5.708642720663682,85.15902747649068,0
1,1,1,1,1,1,0,1,1,1,36,10,17,9.305892304243619,20,14477.365994363092,19,30,6.879274823242931,22.185014944377933,1
1,1,1,1,1,1,1,1,0,1,40,14,24,6.472299622844603,18,4512.824107960237,16,28,7.263875603863684,32.83912495996923,1
0,1,0,0,0,1,0,0,0,0,3,2,7,2.687785635211613,0,94.82127562547129,23,33,6.16675187501155,99.47966913806916,0
1,1,0,0,1,1,0,1,0,1,17,13,58,6.63363689505631,22,22073.174568776038,16,30,7.428616756760965,25.259924271240187,1
1,1,1,1,0,1,0,1,1,1,20,13,53,5.687914677592288,22,24845.200376287194,21,29,7.219641158521388,33.14796601538877,1
0,0,0,0,0,1,0,0,0,0,4,1,5,2.840546311720993,0,421.43868926423863,28,34,4.875081961845141,80.90465220516313,0
0,0,1,0,1,0,0,0,0,0,14,0,3,0.4351458940709553,1,247.54508875311524,21,33,6.111294253258863,93.05833633091726,0
0,1,0,0,0,0,0,1,0,0,14,3,2,2.7349918995682065,0,325.0585039556987,30,34,6.605768559103522,97.82816039143003,0
0,0,0,0,0,1,0,0,0,0,8,1,7,2.4711053420174993,0,28.55702029055094,26,30,5.063638055739444,99.47092847339809,0
0,1,0,1,0,1,0,0,0,0,14,0,1,0.11950168837390951,0,50.45981075188082,23,31,5.879322321454123,98.31372968148621,0
1,1,1,1,1,1,1,1,1,1,19,10,16,5.229094890842872,13,20444.22456909626,16,26,7.361663683423766,29.57580720452189,1
0,1,1,1,0,1,1,0,0,0,40,11,29,6.220697477250452,21,16363.182935556517,23,26,7.394066073753304,20.769378842222103,1
1,1,0,1,1,1,0,1,1,1,39,5,58,5.839405927028975,14,866.2928149181428,16,26,7.333158102594458,34.28383516622327,1
1,1,1,0,1,1,1,1,1,0,36,5,36,8.581554980796533,4,5564.765553670185,16,28,7.575925582401925,33.176925739928066,1
1,1,0,1,1,1,0,1,0,1,27,11,55,7.802200411421894,20,4596.268925542705,19,30,7.0965071483023,19.29300624000809,1
1,1,1,1,1,1,0,1,1,0,42,12,16,6.56563690075164,9,16628.098242787924,23,30,7.249379630624854,1.9051208772292538,1
1,1,0,0,1,0,1,1,1,1,43,17,41,8.952485664902184,14,13289.784578344868,16,29,6.9699855202706615,27.776847709127757,1
0,1,0,0,1,0,0,0,0,0,12,1,6,1.540181934918348,0,148.42250996859315,30,32,6.519899872578349,97.40366180107014,0
0,1,0,0,1,1,0,0,0,0,3,0,6,1.2913539719417089,1,45.163388301215605,23,33,5.923624742530242,99.78385128756213,0
0,1,1,1,1,1,0,1,0,1,15,8,43,9.555401752618248,11,11554.190951810067,23,29,7.175610334212168,35.22836757674586,1
0,0,0,0,0,1,0,0,0,0,5,1,7,0.2272321741670672,1,242.80710820377095,30,33,5.980370469839698,89.49967901676865,0
0,1,0,1,0,0,0,0,0,0,12,1,6,1.4697821140309384,1,419.8027297625611,28,34,5.976174243314012,92.26007910780876,0
1,1,1,1,1,1,0,1,0,0,40,7,38,6.772781792143096,14,19043.843065948455,16,30,7.457127114229968,36.94806336243368,1
1,1,1,1,0,1,1,1,1,0,36,7,37,5.980376783703221,13,15935.043432068689,16,30,7.257190175081522,4.901727634477151,1
0,1,1,1,1,0,0,1,1,0,20,9,23,7.286107036968888,18,18574.52662159839,21,30,7.719716842247111,31.61944472198286,1
1,1,1,1,1,1,0,1,1,0,28,9,45,6.037750433694236,11,11710.435463307549,19,28,7.850418387068829,38.62195691194885,1
0,0,1,0,0,0,0,0,0,0,10,2,6,2.28785826230364,0,333.078640051856,28,33,4.650886062729079,91.38337967603881,0
1,1,1,0,0,1,0,0,1,1,19,7,28,9.166659988284621,10,23195.70792119037,19,28,7.482369961940766,32.69945956955362,1
0,1,1,0,1,0,0,0,0,0,5,2,5,0.5222117469278752,1,342.7248873016531,28,31,5.6645949370265685,97.98974592723276,0
1,1,1,1,0,1,1,1,0,1,34,9,37,5.044626142297651,9,7101.008986359392,21,28,7.192710718557534,26.010575076912335,1
1,1,1,1,1,1,0,1,1,0,29,8,27,7.774352810709419,4,9016.976674118074,21,29,6.971738122618175,7.878611811622931,1
1,1,0,1,1,1,0,1,0,0,36,10,50,9.031607050060398,19,8718.391266294379,23,26,6.755601177628859,0.7827083838703341,1
0,0,0,1,0,1,0,0,0,0,11,0,5,0.9782013881783778,1,146.71747947661353,26,34,5.323453815866051,99.66558763500015,0
0,1,1,0,0,0,0,1,0,0,14,3,0,0.5314648669108718,0,301.76216901944196,26,32,6.610348614752521,93.89339599209654,0
0,0,0,1,0,0,0,0,0,0,3,2,4,0.3164280536555344,0,415.1408329895633,26,34,5.847460221047053,81.83241093518555,0
0,0,1,0,1,0,0,1,0,0,6,0,4,2.6817131701595236,0,47.49975651292939,28,33,6.374017329635672,91.46376663856859,0
1,0,1,1,1,1,0,1,1,1,27,17,29,8.04377839106239,6,21467.90899085294,19,28,7.280234671720197,35.910628135648075,1
1,1,0,0,1,1,1,1,1,1,37,15,42,8.444988960470123,21,13466.564986712683,19,28,7.547653993386588,17.64990022128867,1
1,0,1,1,1,1,1,1,0,0,26,17,41,8.683741578892644,13,20674.84932591283,19,29,6.5,33.913210342752194,1
0,0,0,1,0,0,0,0,0,0,10,3,4,1.7555172793970248,0,195.28582843800007,23,34,5.35942535618189,91.71394807321562,0
1,1,1,0,1,1,1,1,0,0,27,5,20,6.28027501020901,13,4409.764870589099,16,30,7.57508640128336,5.339947901327871,1
1,1,1,1,1,1,1,1,1,1,23,8,36,5.936237668359168,8,12471.94447389984,16,26,7.359569306350523,14.679617937120675,1
0,1,0,0,0,0,0,0,0,0,5,0,2,1.664306700449119,0,224.99308012610382,28,33,6.23580255080209,82.0003102675875,0
0,1,0,1,0,0,0,1,0,0,13,2,7,2.3904596797298363,0,232.6527552704692,23,33,5.344872208999403,84.6503273247843,0
0,0,0,1,1,1,1,1,0,0,30,10,50,7.126310226781442,9,19264.098482108417,21,30,6.8509721922817555,7.174607605074521,1
1,1,1,1,0,1,0,1,0,1,31,15,54,5.24294924031436,22,9773.123494672998,19,28,7.444873462643019,18.795441790157014,1
0,0,0,0,0,1,0,0,0,0,3,2,6,0.2637543949351724,0,252.72473332025183,26,30,5.780542154576353,99.40039802866352,0
0,1,0,0,0,0,0,0,0,0,11,1,3,0.4097546622108379,2,287.4023097161745,21,33,6.532755595452318,93.02344434198733,0
1,1,1,0,1,1,1,0,1,1,33,9,43,8.516643312532324,23,5708.704993657764,23,30,7.4842556444627935,22.911610143977825,1
0,0,0,0,0,0,0,1,0,0,10,0,0,0.7757201540274324,1,340.15075119854987,26,32,5.794655323429544,95.26595124451563,0
1,0,0,1,0,0,0,0,0,0,14,1,6,0.45866394736431493,1,290.123388979847,26,33,5.6107445710015496,91.40416914355015,0
1,1,1,0,1,1,0,1,1,1,30,17,17,9.833423359741726,10,804.1801368720605,16,29,7.533478022838032,24.61867928163582,1
0,0,0,0,0,0,0,0,0,0,4,2,1,0.9962131295625011,2,40.90355512718483,26,31,5.893303111988512,94.52625288878154,0
1,1,1,1,1,1,1,1,0,0,27,10,18,6.128258844060166,21,7527.333484285365,19,26,6.867647577934977,26.402407810300144,1
1,1,1,1,1,1,1,1,1,0,32,11,54,6.289848897183691,16,7502.237193028328,23,28,7.5667314850930705,27.184723193954916,1
1,0,0,1,0,0,0,1,0,1,14,16,50,5.454269777710041,11,1991.531586143193,19,26,6.894263352322668,27.58658504038804,1
0,1,0,0,0,0,0,0,0,0,9,2,7,1.593801466451084,0,494.01477548622603,28,32,6.215400641098302,95.54213211937979,0
0,0,0,0,0,0,0,0,0,0,11,3,6,1.7994030660426021,0,445.13364196879434,21,31,6.571823097233699,91.08960654360715,0
1,1,1,0,1,1,0,1,1,1,24,8,48,8.92626349166198,7,5030.055066544356,23,29,7.16256543723609,19.99515010017214,1
0,1,1,1,1,0,0,1,0,1,42,10,30,7.718818751812576,20,8714.90059360135,21,29,7.395610559611334,22.170129931302398,1
0,1,1,0,0,1,0,0,0,0,14,3,0,2.7505063280964417,0,314.73326900200334,26,33,5.064392075528244,92.90394807047721,0
0,1,1,1,1,1,1,1,1,1,40,10,17,9.650869741881163,24,9967.033790966405,23,26,7.521315724857474,31.992683311647184,1
0,0,1,0,0,0,0,0,0,0,8,2,1,1.2898713523691665,0,314.7048490926569,28,30,5.572964937346189,91.17949726070992,0
0,0,0,0,1,1,0,0,0,0,12,3,5,1.487183468293579,1,53.57246262107037,26,32,5.714194719653143,95.32356487886267,0
0,1,0,0,0,1,0,0,0,0,2,0,1,2.487849361039341,1,221.52321680531537,23,30,4.485182958267744,97.95900757420398,0
1,1,1,1,1,1,0,1,0,1,16,16,49,5.839976326329037,4,22919.622550694614,19,28,7.5010931959948035,11.387520953576189,1
0,0,0,1,0,1,0,1,0,0,8,3,7,0.1676628756351226,1,105.06036931080664,28,31,5.550945102985227,86.81618224796097,0
1,0,0,1,1,1,0,1,0,0,26,10,41,5.007460650382096,19,5848.445528350874,19,26,7.092684059083532,9.654515682180351,1
0,0,0,0,0,0,0,0,0,0,10,1,7,1.1060222179685932,1,428.28310136093904,26,34,5.999110771751416,85.64321928356215,0
1,0,1,1,1,1,0,1,1,1,15,9,59,9.237665083001886,16,852.2603826052966,21,26,7.99,33.050808856650534,1
0,1,0,0,0,1,0,0,0,0,10,2,1,0.6588516643932902,0,314.63650401316676,30,34,4.392506638348503,93.02440804039388,0
0,1,0,1,0,0,0,0,0,0,4,0,4,2.7617564334938933,0,398.37462113099787,21,32,6.515463543606141,92.91213933541162,0
0,0,0,0,0,1,0,0,0,0,2,2,2,1.8909560646709234,0,28.110804496733337,30,34,5.113327516143361,91.19288727971431,0
1,0,1,1,1,1,0,1,1,1,22,10,40,7.366030815693685,11,4690.492650033588,21,30,7.036539452034835,25.42516710779808,1
1,1,1,0,1,1,0,0,0,0,41,6,36,6.447164887082643,8,3023.9808706979766,19,29,7.664686685599296,5.086998436610357,1
1,0,1,1,0,1,1,1,1,0,32,15,40,9.27742496716706,17,20479.67987038337,16,29,7.597658193023408,16.00746116718561,1
1,1,0,1,0,1,0,0,0,0,12,2,5,1.1924956351149998,1,137.95220624957685,23,30,7.0,87.71936442491815,0
0,1,1,0,1,1,0,0,0,0,3,3,1,1.6132675462875374,0,56.966824036643324,21,34,4.354936667458429,85.42584268106121,0
0,0,0,0,0,0,0,0,0,0,8,2,2,1.2877578384122792,2,429.10068698971696,23,30,6.079226782273154,94.33745276980248,0
0,0,0,0,0,0,0,0,0,0,14,1,1,1.352034142696878,1,176.65854242032927,23,30,6.234185885742237,80.21672420247775,0
0,0,1,0,0,0,0,0,0,0,13,0,0,1.788128021579261,1,231.61402768534884,26,34,5.701917282684778,89.11363631978283,0
0,1,1,0,0,1,0,0,0,0,13,0,0,0.5684777895304145,0,146.34559573753594,23,30,6.594793196090578,94.34700775643195,0
0,1,0,0,0,0,0,0,0,1,8,2,2,2.6494799338046673,0,276.06096780563814,26,30,6.318194574344368,91.97677608295496,0
1,1,1,0,1,1,0,1,1,0,40,12,21,5.207484124105849,20,15380.688367609324,19,28,7.258152660738955,31.76001906673466,1
1,1,1,1,1,1,0,1,1,0,41,11,47,5.2746734595072375,12,21561.03409923341,19,29,7.686486621152112,3.961433022026486,1
1,1,1,1,1,1,0,0,1,1,34,16,36,8.04470032072729,23,8803.221474687289,16,30,6.893975201585128,2.0042598019540314,1
1,1,1,1,0,1,0,1,1,1,36,10,43,7.206395768937739,13,4848.594296044054,19,29,7.480186487116993,37.931099151810656,1
1,0,0,0,0,1,0,0,0,0,8,2,1,2.8250135661805427,1,15.233471413824834,26,31,6.138691959331004,98.53291667142182,0
0,1,1,1,1,0,1,1,1,1,17,17,26,6.989910003042986,10,15020.802172830572,16,30,7.178044276104935,38.930540848118895,1
0,1,1,0,1,0,0,0,1,1,26,16,20,9.121114576891793,9,17911.72313428141,21,29,7.194890004169243,17.850583592345643,1
1,1,1,0,0,1,1,1,0,0,13,17,36,7.972243998911326,20,19050.091145346603,16,30,7.107041805076978,32.6303626961638,1
0,1,0,0,0,1,0,0,0,0,6,0,3,1.8984963917495978,2,407.6298986618863,26,34,5.926420221060603,80.28281837280153,0
0,1,0,0,0,0,0,0,0,0,10,3,2,0.09458824724960235,1,440.1583177458615,23,31,4.742154005514826,89.87436241467405,0
1,1,0,0,1,1,0,1,1,0,27,15,26,7.240753356771309,19,6315.212692766811,16,28,7.758743261426257,36.40321854321713,1
0,0,0,0,0,1,0,0,0,0,2,0,1,0.4215525887703613,2,195.26643592137742,26,30,5.897241128097144,90.46775489568824,0
1,1,1,1,1,1,1,1,1,1,24,15,11,5.897186046861823,6,6175.201875438278,23,26,7.812133392537381,2.720819915301722,1
1,1,0,1,1,1,0,0,0,0,39,6,12,8.40920676726844,5,11311.777194411194,23,30,6.885112416934741,32.68999981579983,1
0,0,0,0,0,0,0,0,0,0,11,0,1,1.5922542241063955,1,272.6092818396836,26,32,5.357344040348172,81.74468701431088,0
0,1,1,1,0,1,1,1,0,1,42,10,51,5.709615247934019,14,12482.361424991743,21,29,7.337968377811599,10.598150312703032,1
0,0,0,0,0,0,0,0,0,0,2,0,0,2.855863297880673,0,421.8150521910477,28,32,6.269141692657269,80.18907646290113,0
0,0,0,0,0,0,0,0,0,0,6,1,7,2.78151241454208,0,33.934900839456574,30,30,5.242456531396966,92.69167710521873,0
0,1,1,0,0,0,0,0,0,0,3,2,0,0.9581959871841478,1,416.7826885669108,26,31,6.037205183205268,92.02171607524714,0
1,1,1,0,0,1,1,0,1,0,20,10,36,6.892257021607353,20,12263.322567006233,19,30,7.225457627448914,19.266519726873184,1
1,1,1,1,1,1,0,1,0,1,42,7,40,7.802386151907363,6,5150.398338116192,16,30,7.453814719500744,1.8767038859123009,1
0,1,1,1,1,1,0,0,1,1,22,12,53,9.42588864693857,14,3496.372925482008,21,30,7.40318337076937,29.36766345275485,1
0,1,0,0,0,1,1,1,1,0,39,10,40,9.71742582337853,19,4757.691459714554,23,30,6.8938798017832985,2.875817700267338,1
1,1,1,1,0,1,0,0,0,0,14,7,20,7.662394750314127,10,23295.78206832897,19,26,7.56856958203591,2.4311453086596746,1
0,0,1,1,1,1,0,1,1,0,15,10,58,7.528378207962847,14,11041.263618902545,19,28,6.930947811568333,24.816934596922312,1
1,1,0,0,1,1,0,1,1,1,18,5,20,5.734150217750619,21,24757.770965279964,21,26,7.501407908828894,26.652793103972368,1
1,1,1,1,0,0,0,1,1,0,32,5,21,5.893449597061361,13,1097.7996664817856,19,28,7.084110520836867,14.213667843991939,1
0,1,0,0,0,1,0,0,0,0,3,2,5,0.48748597208427424,2,421.35799752217605,23,30,7.0,92.31168232557742,0
1,1,1,0,1,1,1,1,0,1,33,6,24,6.856297251942793,12,9015.227639594304,16,28,7.476678092456188,4.276040114138002,1
1,1,0,0,0,1,0,0,0,0,3,0,6,1.968412133615396,1,334.8371114293797,23,31,6.020482596643078,94.36110592271459,0
0,1,1,1,0,1,0,0,0,0,8,0,6,2.743252035932423,2,109.31770622225956,26,34,6.064406417468487,93.63743203059926,0
0,1,1,1,1,1,1,1,0,0,40,17,11,9.40252780766783,7,21303.550814982947,19,26,7.390995685999833,38.770650701953116,1
0,0,1,1,0,0,0,1,1,1,39,8,14,5.6657884785000014,6,23304.99103721736,16,26,7.99,39.18410806035456,1
0,1,0,0,1,1,0,0,1,0,11,1,0,0.44726421433138563,0,334.2758322499864,23,33,5.843207833019974,90.98312487659405,0
0,0,0,0,0,0,0,0,0,0,12,2,0,0.896741694675933,2,218.05548210289098,23,30,7.0,97.94553915581484,0
0,0,1,0,0,0,0,0,0,0,7,2,4,2.166455303284206,1,347.2999262774652,28,33,6.665534602116935,87.57962940164205,0
1,1,1,1,1,1,1,1,0,1,38,12,28,5.773983804917135,17,1981.6340048603163,16,28,7.545043616973076,10.078073435134772,1
0,0,0,1,0,1,0,0,0,0,5,0,5,1.9048223713194357,2,44.86582610549918,28,33,5.828566514195512,85.48657520837456,0
0,1,1,0,1,1,0,1,1,0,37,7,33,6.775055737911596,18,13740.546584147964,21,29,7.484908679604714,39.58769203306667,1
1,0,1,0,1,0,1,0,1,1,36,8,31,9.918070649994839,11,15300.304954816607,16,30,7.130144228801856,6.122156101423393,1
1,1,0,1,1,1,1,1,1,0,29,17,45,8.09699135737338,9,18077.556114849845,21,28,6.820915662779468,8.759562074049164,1
0,0,0,0,0,1,0,0,0,0,5,2,0,0.10837550731459256,2,29.884856398583768,26,31,5.867560856899396,86.58741962413163,0
0,0,0,0,0,0,0,0,0,0,9,1,3,1.4678638973524554,2,383.4438473104508,23,32,6.771651309728327,91.31933685717307,0
0,1,0,0,0,0,0,0,0,0,12,1,4,1.117830572090901,1,204.04164538795928,26,30,5.071431677489996,94.63221058242767,0
0,0,1,0,0,1,0,0,0,0,11,3,4,0.5235674290363621,2,313.88189116736436,28,31,5.326823994135999,91.59332079542082,0
0,0,0,0,0,0,0,0,0,0,13,2,5,1.4331589452687847,0,338.1228190188859,26,30,6.3101571190681955,80.18389681548375,0
1,1,1,0,1,1,0,1,0,1,29,11,26,7.7960517495124195,11,14548.908657409744,23,28,6.841986050130499,13.49903872992762,1
0,1,0,1,1,0,1,1,0,0,30,13,18,8.600844151097391,9,1129.95388617964,21,26,7.192894640253993,23.710017644807543,1
0,0,1,0,0,1,0,0,0,0,5,1,4,0.5102249023216918,1,29.416425278456902,28,33,5.611841331787243,85.64069579791723,0
0,0,1,0,0,0,0,1,0,0,9,2,0,2.3823118381056,1,261.9676698528449,23,34,6.685283306620573,82.59867909567751,0
1,1,1,1,1,1,1,1,1,1,15,6,39,5.592887590995449,17,6940.697947961781,23,30,7.827089582241523,13.202189725551312,1
0,0,0,1,0,1,0,0,0,0,6,0,4,0.23959718524279394,1,15.945728961765566,23,30,6.629150349442821,96.02012038634146,0
0,1,0,0,1,1,0,0,0,0,6,2,1,2.0046435348253926,2,468.9393987384076,28,32,4.875829652729148,86.11879557299423,0
1,1,0,1,1,1,0,1,1,0,20,13,21,8.194158833034777,7,1762.3895723853075,19,30,7.072577189771513,3.35384349177402,1
1,1,1,1,1,1,0,1,1,1,33,9,45,6.157668814280431,22,16535.133156821037,21,30,7.497763146708105,17.231237918164787,1
0,0,0,0,1,1,0,0,0,0,7,3,7,1.1483779690601814,0,297.35033106432525,21,33,4.830258428013274,91.68049553264123,0
0,1,1,0,1,1,0,1,1,0,31,17,10,5.429715449567115,24,2580.202118115282,16,28,7.155659935274417,34.820971179635364,1
1,1,1,0,1,1,0,1,0,1,12,10,27,8.941107714915518,7,13480.402925278551,19,26,7.685241612730614,25.451924986003945,1
0,1,1,0,0,0,0,0,0,0,14,3,4,1.0029883613515507,1,244.42534537916694,30,30,5.120101683539258,91.88803417535064,0
0,0,0,0,0,1,0,0,0,0,14,0,6,2.96044141213548,2,392.7373662393671,28,30,6.668531007402192,88.01393335622548,0
1,1,1,0,1,1,0,1,1,1,22,12,12,5.370424120463154,10,11442.108617258336,16,28,7.99,12.234237563934842,1
0,0,1,1,0,0,0,0,0,0,10,2,7,0.550954332958853,2,177.19358886380496,30,32,6.2350947216705865,83.57632830535152,0
0,0,0,0,0,0,0,0,0,0,14,0,4,2.4106427328058024,2,141.93600670772184,21,34,5.595065583948281,85.14111427067363,0
0,0,1,0,0,0,0,0,0,0,12,2,4,2.197718588678821,1,139.31337131081878,23,33,5.39172162996191,84.74409416919457,0
0,0,0,0,0,1,0,0,0,0,7,3,3,2.83052799889195,2,478.8063965032088,26,30,6.022863798867745,91.86675435657048,0
0,1,1,1,1,1,0,1,0,1,26,12,42,8.068593098852878,15,7629.623275163528,19,26,7.475628529574467,7.978499089011319,1
0,0,0,0,0,1,0,1,0,0,11,2,3,2.769317135666319,1,435.7131728985488,28,31,5.25748813813458,98.61404086467945,0
1,1,1,0,1,1,0,1,0,1,31,5,56,7.047240313446373,9,22063.161605495916,19,26,7.057226078232533,5.073636994277169,1
